"종목별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"섬유.의복","실기합격[명]","명","","","","","15",
"섬유.의복","실기합격률[%]","%","","","","","22.06",
"전기.전자","필기접수[명]","명","4771","3418","3374","3519","4352",
"전기.전자","필기응시[명]","명","3874","2688","2777","2878","3583",
"전기.전자","필기합격[명]","명","1394","1032","1000","1075","1395",
"전기.전자","필기합격률[%]","%","35.98","38.39","36.01","37.35","38.93",
"전기.전자","실기접수[명]","명","2775","2346","1965","2008","2381",
"전기.전자","실기응시[명]","명","2692","2247","1921","1963","2346",
"전기.전자","실기합격[명]","명","161","138","294","428","359",
"전기.전자","실기합격률[%]","%","5.98","6.14","15.3","21.8","15.3",
"전기","필기접수[명]","명","4416","3210","3198","3344","4094",
"전기","필기응시[명]","명","3588","2531","2632","2727","3370",
"전기","필기합격[명]","명","1274","962","927","1012","1300",
"전기","필기합격률[%]","%","35.51","38.01","35.22","37.11","38.58",
"전기","실기접수[명]","명","2550","2211","1842","1879","2224",
"전기","실기응시[명]","명","2488","2126","1800","1837","2193",
"전기","실기합격[명]","명","129","93","272","382","308",
"전기","실기합격률[%]","%","5.18","4.37","15.11","20.79","14.04",
"전기기능장","필기접수[명]","명","4416","3210","3198","3344","4094",
"전기기능장","필기응시[명]","명","3588","2531","2632","2727","3370",
"전기기능장","필기합격[명]","명","1274","962","927","1012","1300",
"전기기능장","필기합격률[%]","%","35.51","38.01","35.22","37.11","38.58",
"전기기능장","실기접수[명]","명","2550","2211","1842","1879","2224",
"전기기능장","실기응시[명]","명","2488","2126","1800","1837","2193",
"전기기능장","실기합격[명]","명","129","93","272","382","308",
"전기기능장","실기합격률[%]","%","5.18","4.37","15.11","20.79","14.04",
"전자","필기접수[명]","명","355","208","176","175","258",
"전자","필기응시[명]","명","286","157","145","151","213",
"전자","필기합격[명]","명","120","70","73","63","95",
"전자","필기합격률[%]","%","41.96","44.59","50.34","41.72","44.6",
"전자","실기접수[명]","명","225","135","123","129","157",
"전자","실기응시[명]","명","204","121","121","126","153",
"전자","실기합격[명]","명","32","45","22","46","51",
"전자","실기합격률[%]","%","15.69","37.19","18.18","36.51","33.33",
"전자기기기능장","필기접수[명]","명","355","208","176","175","258",
"전자기기기능장","필기응시[명]","명","286","157","145","151","213",
"전자기기기능장","필기합격[명]","명","120","70","73","63","95",
"전자기기기능장","필기합격률[%]","%","41.96","44.59","50.34","41.72","44.6",
"전자기기기능장","실기접수[명]","명","225","135","123","129","157",
"전자기기기능장","실기응시[명]","명","204","121","121","126","153",
"전자기기기능장","실기합격[명]","명","32","45","22","46","51",
"전자기기기능장","실기합격률[%]","%","15.69","37.19","18.18","36.51","33.33",
"정보통신","필기접수[명]","명","1024","789","950","1055","935",
"정보통신","필기응시[명]","명","894","658","806","865","751",
"정보통신","필기합격[명]","명","328","274","473","431","187",
"정보통신","필기합격률[%]","%","36.69","41.64","58.68","49.83","24.9",
"정보통신","실기접수[명]","명","536","530","775","876","490",
"정보통신","실기응시[명]","명","490","459","686","793","439",
"정보통신","실기합격[명]","명","112","147","248","281","183",
"정보통신","실기합격률[%]","%","22.86","32.03","36.15","35.44","41.69",
"통신","필기접수[명]","명","1024","789","950","1055","935",
"통신","필기응시[명]","명","894","658","806","865","751",
"통신","필기합격[명]","명","328","274","473","431","187",
"통신","필기합격률[%]","%","36.69","41.64","58.68","49.83","24.9",
"통신","실기접수[명]","명","536","530","775","876","490",
"통신","실기응시[명]","명","490","459","686","793","439",
"통신","실기합격[명]","명","112","147","248","281","183",
"통신","실기합격률[%]","%","22.86","32.03","36.15","35.44","41.69",
"통신설비기능장","필기접수[명]","명","1024","789","950","1055","935",
"통신설비기능장","필기응시[명]","명","894","658","806","865","751",
"통신설비기능장","필기합격[명]","명","328","274","473","431","187",
"통신설비기능장","필기합격률[%]","%","36.69","41.64","58.68","49.83","24.9",
"통신설비기능장","실기접수[명]","명","536","530","775","876","490",
"통신설비기능장","실기응시[명]","명","490","459","686","793","439",
"통신설비기능장","실기합격[명]","명","112","147","248","281","183",
"통신설비기능장","실기합격률[%]","%","22.86","32.03","36.15","35.44","41.69",
"식품.가공","필기접수[명]","명","419","451","445","409","469",
"식품.가공","필기응시[명]","명","379","406","394","378","421",
"식품.가공","필기합격[명]","명","177","157","152","158","175",
"식품.가공","필기합격률[%]","%","46.7","38.67","38.58","41.8","41.57",
"식품.가공","실기접수[명]","명","407","427","309","303","333",
"식품.가공","실기응시[명]","명","371","382","292","283","322",
"식품.가공","실기합격[명]","명","54","63","37","35","61",
"식품.가공","실기합격률[%]","%","14.56","16.49","12.67","12.37","18.94",
"제과.제빵","필기접수[명]","명","419","451","445","409","469",
"제과.제빵","필기응시[명]","명","379","406","394","378","421",
"제과.제빵","필기합격[명]","명","177","157","152","158","175",
"제과.제빵","필기합격률[%]","%","46.7","38.67","38.58","41.8","41.57",
"제과.제빵","실기접수[명]","명","407","427","309","303","333",
"제과.제빵","실기응시[명]","명","371","382","292","283","322",
"제과.제빵","실기합격[명]","명","54","63","37","35","61",
"제과.제빵","실기합격률[%]","%","14.56","16.49","12.67","12.37","18.94",
"제과기능장","필기접수[명]","명","419","451","445","409","469",
"제과기능장","필기응시[명]","명","379","406","394","378","421",
"제과기능장","필기합격[명]","명","177","157","152","158","175",
"제과기능장","필기합격률[%]","%","46.7","38.67","38.58","41.8","41.57",
"제과기능장","실기접수[명]","명","407","427","309","303","333",
"제과기능장","실기응시[명]","명","371","382","292","283","322",
"제과기능장","실기합격[명]","명","54","63","37","35","61",
"제과기능장","실기합격률[%]","%","14.56","16.49","12.67","12.37","18.94",
"인쇄.목재.가구.공예","필기접수[명]","명","15","14","12","11","11",
"인쇄.목재.가구.공예","필기응시[명]","명","14","14","12","9","9",
"인쇄.목재.가구.공예","필기합격[명]","명","8","10","9","1","6",
"인쇄.목재.가구.공예","필기합격률[%]","%","57.14","71.43","75","11.11","66.67",
"인쇄.목재.가구.공예","실기접수[명]","명","10","11","10","8","8",
"인쇄.목재.가구.공예","실기응시[명]","명","10","10","10","8","7",
"인쇄.목재.가구.공예","실기합격[명]","명","6","3","1","3","2",
"인쇄.목재.가구.공예","실기합격률[%]","%","60","30","10","37.5","28.57",
"목재.가구.공예","필기접수[명]","명","15","14","12","11","11",
"목재.가구.공예","필기응시[명]","명","14","14","12","9","9",
"목재.가구.공예","필기합격[명]","명","8","10","9","1","6",
"목재.가구.공예","필기합격률[%]","%","57.14","71.43","75","11.11","66.67",
"목재.가구.공예","실기접수[명]","명","10","11","10","8","8",
"목재.가구.공예","실기응시[명]","명","10","10","10","8","7",
"목재.가구.공예","실기합격[명]","명","6","3","1","3","2",
"목재.가구.공예","실기합격률[%]","%","60","30","10","37.5","28.57",
"귀금속가공기능장","필기접수[명]","명","15","14","12","11","11",
"귀금속가공기능장","필기응시[명]","명","14","14","12","9","9",
"귀금속가공기능장","필기합격[명]","명","8","10","9","1","6",
"귀금속가공기능장","필기합격률[%]","%","57.14","71.43","75","11.11","66.67",
"귀금속가공기능장","실기접수[명]","명","10","11","10","8","8",
"귀금속가공기능장","실기응시[명]","명","10","10","10","8","7",
"귀금속가공기능장","실기합격[명]","명","6","3","1","3","2",
"귀금속가공기능장","실기합격률[%]","%","60","30","10","37.5","28.57",
"안전관리","필기접수[명]","명","2273","1854","2251","2201","2874",
"안전관리","필기응시[명]","명","1902","1528","1914","1829","2414",
"안전관리","필기합격[명]","명","1034","696","897","790","339",
"안전관리","필기합격률[%]","%","54.36","45.55","46.87","43.19","14.04",
"안전관리","실기접수[명]","명","2173","1740","1787","1486","896",
"안전관리","실기응시[명]","명","1973","1429","1581","1301","800",
"안전관리","실기합격[명]","명","381","330","414","567","330",
"안전관리","실기합격률[%]","%","19.31","23.09","26.19","43.58","41.25",
"안전관리","필기접수[명]","명","2273","1854","2251","2201","2874",
"안전관리","필기응시[명]","명","1902","1528","1914","1829","2414",
"안전관리","필기합격[명]","명","1034","696","897","790","339",
"안전관리","필기합격률[%]","%","54.36","45.55","46.87","43.19","14.04",
"안전관리","실기접수[명]","명","2173","1740","1787","1486","896",
"안전관리","실기응시[명]","명","1973","1429","1581","1301","800",
"안전관리","실기합격[명]","명","381","330","414","567","330",
"안전관리","실기합격률[%]","%","19.31","23.09","26.19","43.58","41.25",
"가스기능장","필기접수[명]","명","2273","1854","2251","2201","2874",
"가스기능장","필기응시[명]","명","1902","1528","1914","1829","2414",
"가스기능장","필기합격[명]","명","1034","696","897","790","339",
"가스기능장","필기합격률[%]","%","54.36","45.55","46.87","43.19","14.04",
"가스기능장","실기접수[명]","명","2173","1740","1787","1486","896",
"가스기능장","실기응시[명]","명","1973","1429","1581","1301","800",
"가스기능장","실기합격[명]","명","381","330","414","567","330",
"가스기능장","실기합격률[%]","%","19.31","23.09","26.19","43.58","41.25",
"환경.에너지","필기접수[명]","명","1403","1129","1685","1879","2179",
"환경.에너지","필기응시[명]","명","1172","939","1478","1589","1839",
"환경.에너지","필기합격[명]","명","720","558","863","826","960",
"환경.에너지","필기합격률[%]","%","61.43","59.42","58.39","51.98","52.2",
"환경.에너지","실기접수[명]","명","1134","1212","1353","1490","1748",
"환경.에너지","실기응시[명]","명","1101","1128","1308","1428","1695",
"환경.에너지","실기합격[명]","명","330","345","446","410","553",
"환경.에너지","실기합격률[%]","%","29.97","30.59","34.1","28.71","32.63",
"에너지.기상","필기접수[명]","명","1403","1129","1685","1879","2179",
"에너지.기상","필기응시[명]","명","1172","939","1478","1589","1839",
"에너지.기상","필기합격[명]","명","720","558","863","826","960",
